CONTRACT_ID,UPC,DESCRIPTION,CITY_COUNTY,MANAGER_EMAIL,CONSTRUCTION_COMPANY,ON_TIME_STATUS,ON_BUDGET_STATUS,CONTRACT_AWARD_AMOUNT,COST_OF_WORK_TO_DATE,ORIGINAL_SPECIFIED_COMPLETION_DATE
108495,108495,ROUTE 50 SIDEWALK FROM CHERRY STREET TO LINDEN LANE (NORTH),Fairfax County,rita.hockman@vdot.virginia.gov,Arthur Construction,G,G,381954,377781,2020-01-31
108498,108498,ROUTE 50 SIDEWALK FROM WESTCOTT STREET TO ANNANDALE ROAD,Fairfax County,rita.hockman@vdot.virginia.gov,Tavares Concrete Company,R,G,1367702,1421486,2019-08-29
108500,108500,ROUTE 50 SIDEWALK FROM GRAHAM RD TO WOODLEY LANE,Fairfax County,rita.hockman@vdot.virginia.gov,Aurthr Construction Inc.,R,G,222595,235775,2019-12-21
108628,108628,Mecklenburg Ave. Intersection Improvement,South Hill,Brian.Lokker@VDOT.Virginia.gov,"Biggs Construction, LLC",R,G,2137770,1652851,2020-01-06
108493,108493,ROUTE 50 EASTBOUND SIDEWALK FROM SOUTH STREET TO ASPEN LANE,Fairfax County,rita.hockman@vdot.virginia.gov,Arthur Construction,R,G,697456,771290,2019-06-11
108496,108496,ROUTE 50 SIDEWALK PATRICK HENRY DRIVE TO OLIN DR (SOUTHSIDE),Fairfax County,Ed.DelRio@VDOT.Virginia.gov,"Arthur Construction Co., Inc",G,G,98735,102567,2019-01-07
108499,108499,ROUTE 50 SIDEWALK FROM CEDAR HILL ROAD TO ALLEN STREET,Fairfax County,rita.hockman@vdot.virginia.gov,Arthur Construction Inc.,R,G,615560,642652,2019-12-21
108501,108501,ROUTE 50 SIDEWALK FROM ANNANDALE ROAD TO CHERRY STREET,Fairfax County,rita.hockman@vdot.virginia.gov,Arthur Construction,G,G,317973,312985,2020-01-31
108640,108640,Richmond Henrico Tpke. construct sidewalk,Henrico County,Cynthia.Crouch@vdot.virginia.gov,Simmons Contracting,G,G,271026,27211,2021-01-03
108642,108642,Wyndham Forest Dr. and Nuckols Rd. sidewalk improvements,Henrico County,Doug.Orcutt@vdot.virginia.gov,Blakemore Construction,R,G,50504,50504,2019-11-07
108646,108646,Intersection Improvements (Conduit Rd and Ellerslie Ave),Colonial Heights,Evan.Austin@vdot.virginia.gov,Blakemore,G,G,609663,648215,2019-11-15
108675,108675,Rural Addition - Tomahawk Way- Warren County,Warren County,Steven.Damron@VDOT.Virginia.gov,GEI,R,G,264000,173567,2019-09-12
108631,108631,RIVERSIDE DR - REPLACE BRIDGE,Richmond,brian.lokker@vdot.virginia.gov,Burleigh Construction,R,G,443051,427982,2020-07-30
108641,108641,"RTE 654 (Bailey Br Rd, Spring Rn-Sunday Sil) - SPOT WIDENING",Chesterfield County,brian.lokker@vdot.virginia.gov,"J.R. Caskey, Inc.",G,G,1285698,1401626,2020-10-07
108644,108644,"RTE 651 (Belmont Rd, Whitepine-Courthouse) - RECONSTRUCTION",Chesterfield County,brian.lokker@vdot.virginia.gov,"Curtis Contracting, Inc.",G,G,1691937,1429114,2020-09-30
108671,108671,Pedestrian Crosswalk Flasher - Berryville,Berryville,Steven.Damron@VDOT.Virginia.gov,Town Forces,G,G,27000,3116,2020-05-05
108696,108696,QUIOCASSIN ROAD - CONSTRUCT NEW SIDEWALK ,Henrico County,brian.lokker@vdot.virginia.gov,Simmons Contracting,G,G,355772,292370,2020-07-31
108699,108699,Reconstruction - High Street,Hopewell,brian.lokker@vdot.virginia.gov,"Dickerson Construction, LLC",R,G,206535,211092,2020-06-30
108708,108708,Reconstruction - Pine Ave.,Hopewell,brian.lokker@vdot.virginia.gov,"Dickerson Construction, LLC",G,R,211159,358347,2020-06-30
108718,108718,INT. IMPROVEMENTS AT JAMES MADISON HWY AND FALMOUTH ST.,Warrenton,John.Price@VDOT.Virginia.gov,"M&F Concrete, Inc.",R,G,382166,423410,2018-09-24
108685,108685,MAIN STREET INTERSECTION IMPROVEMENT,Fairfax,rita.hockman@vdot.virginia.gov,A&M Concrete Corp,R,G,262154,259204,2019-11-25
108697,108697,Reconstruction - Poplar Street,Hopewell,brian.lokker@vdot.virginia.gov,"Dickerson Construction, LLC",G,G,297018,301575,2020-06-30
108700,108700,Reconstruction - Stewart Street,Hopewell,brian.lokker@vdot.virginia.gov,"Dickerson Construction, LLC",R,G,139555,73662,2020-06-30
108709,108709,Reconstruction - Hummel Ross Rd.,Hopewell,brian.lokker@vdot.virginia.go,"Shoosmith Construction, Inc.",G,G,1294000,1095924,2021-06-09
108720,108720,#HB2.FY17 WIDEN RT 28 FROM 4 TO 6 LANES DIVIDED,Fairfax County,rita.hockman@vdot.virginia.gov,"Shirley Contracting Company, LLC",G,G,56882900,9425085,2023-07-28
108729,108729,West Oceanview Avenue,Norfolk,Derrick.Williams@vdot.virginia.gov,"Parkway Grading, Inc.",R,R,1755379,1765773,2020-08-16
108756,108756,CHARLOTTESVILLE / NEW BICYCLE PROJECTS IN VARIOUS LOCATIONS,Charlottesville,MichaelD.Barnes@vdot.virginia.gov,"Linco, Inc",G,G,199000,199000,2019-05-31
108771,108771,"WATKINS AVENUE - INSTALL STORM DRAIN,CURB,GUTTER, & PAVE",South Boston,John.Neblett@VDOT.Virginia.gov,"J. Grey Walker Contractor, Inc.",R,G,203152,205335,2018-12-14
108719,108719,COMPLETE ROADWAY BETWEEN SALEM AVENUE AND W. MAIN ST.,Fauquier County,John.Price@VDOT.Virginia.gov,Fauquier County Community Development,R,G,1425456,587332,2021-04-07
108722,108722,Hogan Drive Ph 2,Newport News,Chessica.Villaflores@vdot.virginia.gov,"BASIC CONSTRUCTION CO.,L.L.C",G,G,8573490,110500,2022-08-25
108731,108731,#HB2.FY17 Coliseum Drive Extension - Segment A,Hampton,Derrick.Williams@vdot.virginia.gov,Branscome Inc.,G,G,2798879,1663150,2022-01-31
108765,108765,BEECH AVENUE - DRAINAGE AND PAVING IMPROVEMENTS,Danville,sharon.white@vdot.virginia.gov,Virginia Carolina Paving Company,R,G,965561,1006508,2019-12-01
108789,108789,Chesapeake Portsmouth Blvd/Taylor Road FYA,Chesapeake,John.Alcaide@vdot.virginia.gov,"E.G. Middleton, Inc",R,G,107123,109176,2019-10-14
108791,108791,Chesapeake Battlefield B/vd FYA,Chesapeake,John.Alcaide@vdot.virginia.gov,"E.G. Middleton, Inc",R,G,142002,147987,2019-10-14
108796,108796,Norfolk Pedestrian Signal Upgrade - Citywide,Norfolk,Derrick.Williams@vdot.virginia.gov,Conrad Brothers,G,G,1199804,1255701,2020-01-26
108853,108853,East Main Street / College Avenue - Pedestrian Improvements,Salem,Cheryl.Becker@vdot.virginia.gov,Extreme Concrete and Construction,R,G,1263665,1278879,2020-05-01
108774,108774,EDMUNDS STREET - DRAINAGE IMPROVEMENTS,South Boston,Gregg.Allen@vdot.virginia.gov,"H.G. Reynolds Company, Inc.",G,G,404662,409880,2019-11-22
108790,108790,Chesapeake Expressway Guardrail Improvements,Chesapeake,John.Alcaide@vdot.virginia.gov,L.S. Lee Inc,R,G,560656,595443,2019-10-14
108793,108793,City of Suffolk  Systemic Flashing Yellow Arrow,Nansemond County extinct - City of Suffolk (2006),John.Alcaide@vdot.virginia.gov,Dagen Electric,R,G,187680,187680,2019-09-25
108809,108809,#HB2.FY17 I-81 Exit 245 NB Off Ramp Realignment,Harrisonburg,Tim.Gregory@vdot.virginia.gov,A&J Excavating,G,G,2491483,2667664,2020-09-18
108864,108864,North Franklin Street Drainage Improvements,Christiansburg,Adam.Czesnowski@vdot.virginia.gov,"E. C. Pace Company, inc.",R,R,599967,715553,2019-09-28
108868,108868,Roanoke Street Sidewalk Construction,Christiansburg,Adam.Czesnowski@vdot.virginia.gov,"E.C. Pace Company, Inc.",R,G,431734,440725,2019-11-30
108889,108889,PEDESTRIAN IMPROVEMENTS - CITY WIDE,Richmond,Michael.Campbell@vdot.virginia.gov,"B&B Signal Company, LLC",G,G,1417634,1417634,2019-11-08
108898,108898,#HB2.FY17 Cranberry Road Improvements,Galax,Jessie.Nester@vdot.virginia.gov,Sowers Construction Co. Inc.,G,G,1561707,749611,2021-08-31
108854,108854,Prices Fork Road Pedestrian Safety Improvements,Blacksburg,Adam.Czesnowski@vdot.virginia.gov,"DCI/Shires, Inc.",G,G,329995,329995,2020-12-31
108867,108867,"FY17 RS - Sidewalk, C&G and Storm Drain Improvements",Christiansburg,Adam.Czesnowski@vdot.virginia.gov,"E. C. Pace Company, Inc.",R,G,350354,319453,2019-11-30
108888,108888,ROAD DIETS - IMPROVE BICYCLE ACCOMMODATIONS,Richmond,brian.lokker@vdot.virginia.gov,"Messer Contracting, LLC",G,R,1388326,1543541,2020-12-11
108896,108896,#HB2.FY17 Colonial Avenue Improvements,Roanoke,Cheryl.Becker@vdot.virginia.gov,DLB,R,G,7000000,7051233,2019-12-12
109025,109025,SPOTSWOOD ELEMENTARY SRTS,Harrisonburg,Michael.Fulcher@VDOT.Virginia.gov,City of Harrisonburg,G,G,199752,138387,2019-09-27
109055,109055,West Great Neck Sidewalk,Virginia Beach,Marci.Thompson@vdot.virginia.gov,EL-X Enterprises,R,G,658554,656597,2020-08-23
109057,109057,AIRPORT DRIVE - NORTHSIDE MULTI-USE TRAIL EXTENSION,Danville,Sharon.White@VDOT.Virginia.gov,Crews Construction Co. Inc,G,G,159664,159973,2020-10-20
109075,109075,Amtrak Multimodal Station - Site Grading and Drainage,Newport News,Chessica.Villaflores@vdot.virginia.gov,Basic Construction Co. LLC,R,R,6998000,4566025,2021-04-29
108899,108899,#HB2.FY17 Multimodal Improvements along Boulevard,Salem,Cheryl.Becker@vdot.virginia.gov,SC Rossi and Co.,R,G,613098,629494,2019-12-31
109026,109026,BLUE RIDGE ROAD SHARED-USE PATH,Glasgow,Michael.Fulcher@VDOT.Virginia.gov,Randy Hostetter Excavating,G,G,161289,164774,2021-03-14
109056,109056,PHASE I - RTE 645 - CONSTRUCT SIDEWALK,Charlotte C.H.,Sharon.White@VDOT.Virginia.gov,Pearson Construction Inc.,G,G,344152,345431,2020-07-30
109074,109074,Monticello Avenue Multi-Use Trail,Williamsburg,Chessica.Villaflores@vdot.virginia.gov,Howard Brothers,R,G,1185643,1231638,2020-06-15
109084,109084,SHORT PUMP PARK TRAILS,Henrico County,brian.lokker@vdot.virginia.gov,Jeffery Stack Inc,G,G,240414,154838,2020-08-31
109249,109249,MAIN STREET STREETSCAPE - DUNGANNON,Dungannon,Roger.Musser@VDOT.Virginia.gov,Patrick Construction Inc,G,G,145220,141538,2020-11-03
109288,109288,#HB2.FY17 Transit Accessibility Improvements on Edgewood St ,Roanoke,Cheryl.Becker@vdot.virginia.gov,Virginia Infrastructure,G,G,423307,423307,2018-06-30
109295,109295,29TH STREET BIKE-WALK BOULEVARD,Richmond,Brian.Lokker@VDOT.Virginia.gov,"Simons Contracting Co., Inc.,",R,G,548071,559776,2020-07-07
109082,109082,RTE 654 (BAILEY BRIDGE ROAD) SIDEWALK,Chesterfield County,Brian.Lokker@VDOT.Virginia.gov,Dickerson Construction,R,G,378653,368324,2018-12-06
109085,109085,NORTH MAIN STREET SIDEWALKS,Lawrenceville,brian.lokker@vdot.virginia.gov,Clary Construction Company,G,G,385688,385688,2020-06-23
109250,109250,ROUTE 16 (BACK OF THE DRAGON) SCENIC OVERLOOK IMPROVEMENTS,Smyth County,Roger.Musser@VDOT.Virginia.gov,Inland Construction Inc,G,G,451329,187905,2021-09-17
109294,109294,"1ST, 2ND & 3RD STREET BIKE LANES",Richmond,Jorg.Huckabee-Mayfield@VDOT.Virginia.gov,"Simons, Contracting Inc",G,G,213442,213442,2021-01-26
109305,109305,#HB2.FY17 W BROADWAY ST - UPGRADE SIGNAL & PED IMPROVEMENTS,Hopewell,James.Shepherd@vdot.virginia.gov,Venture Electric Company,R,G,405806,421534,2019-06-30
109322,109322,#HB2.FY17 RTE 95 - IMPROVE INTERCHANGE AT RTE 10,Chesterfield County,Mike.Gray@vdot.virginia.gov,Curtis Contracting,G,G,6552090,254191,2022-05-13
109565,109565,Pedestrian improvements at E.Virginia Beach Blvd and Newtown,Norfolk,Derrick.Williams@vdot.virginia.gov,Kevcor Contracting Corp.,G,G,3519649,1326803,2021-05-18
109573,109573,ROUTE 522 ROAD DIET AND BIKE PEDESTRIAN IMPROVEMENTS,Culpeper,John.Price@VDOT.Virginia.gov,"Arthur Construction Co., Inc.",R,G,1666260,0,2021-12-11
109303,109303,#HB2.FY17 Norfollk Traffic Control System Platform Upgrade,Norfolk,Derrick.Williams@vdot.virginia.gov,"Kimley-Horn and Associates, Inc",R,G,928800,628068,2020-06-16
109312,109312,#HB2.FY17 U.S. 58 Corridor Intersection Capacity & Safety,Norfolk,Derrick.Williams@vdot.virginia.gov,Kevcor Contracting Corp.,G,G,3519649,1326803,2021-05-18
109379,109379,#HB2.FY17 SOUTH MAIN ST & MLK WAY IMPROVEMENTS,Harrisonburg,Michael.Fulcher@VDOT.Virginia.gov,Partners Excavation,G,G,3311292,2952106,2018-02-28
109568,109568,Granby Street Bridge Repairs,Norfolk,Derrick.Williams@vdot.virginia.gov,"Curtis Contracting, Inc",G,G,5941318,817141,2022-10-07
109602,109602,DUMFRIES ROAD SIDEWALK,Prince William County,rita.hockman@vdot.virginia.gov,Tavares,R,G,639041,609677,2020-06-30
109604,109604,HORNER ROAD SIDEWALKS,Prince William County,Rita.Hockman@vdot.virginia.gov,"Tavares, Inc",R,G,227089,241871,2019-10-30
109611,109611,"GLADE CREEK GREENWAY, PHASE 2",Vinton,Jessie.Nester@vdot.virginia.gov,Summit Contracting,R,G,432353,233918,2021-02-05
109687,109687,Hampton Flashing Yellow Arrow Improvements,Hampton,Derrick.Williams@vdot.virginia.gov,Bryant Ritter,G,G,192096,62862,2021-09-03
109594,109594,TOWN OF LEESBURG - BATTLEFIELD PKWY SHARED USE PATH @ RTE 15,Leesburg,veljibhai.desai@vdot.virginia.gov,Leesburg,G,G,631436,485507,2020-10-21
109603,109603,OPITZ BOULEVARD SIDEWALK,Prince William County,veljibhai.desai@vdot.virginia.gov,Tavares Concrete Company,R,G,771644,795711,2020-06-30
109610,109610,WATER STREET SHARED USE PATH,Charlottesville,MichaelD.Barnes@vdot.virginia.gov,LINCO,R,G,399150,407828,2020-04-17
109612,109612,DOWNTOWN STREETSCAPE IMPROVEMENTS,Salem,Cheryl.Becker@vdot.virginia.gov,"Virginia Infrastructure, Inc.",G,Y,854242,700400,2021-06-18
109703,109703,#HB2.FY17 RTE 360 - TURN LANES & ENTR  AT HEARTLAND BUS PARK,Charlotte County,Troy.Walker@vdot.virginia.gov,State Force/Hired Equip,G,G,160000,137960,2018-09-06
109954,109954,BIKESHARE CONNECTIONS-ORANGE & SILVER LINE METRORAIL STATION,Falls Church,rita.hockman@vdot.virginia.gov,"8D Technologies ULC, Motivate International, Inc",R,G,595164,595164,2019-05-16
110038,110038,#SMART20 - S. WASHINGTON STREET MULTI-MODAL IMPROVEMENTS,Falls Church,rita.hockman@VDOT.Virginia.gov,Fort Myer Construction,G,G,5180722,354132,2021-12-30
110477,110477,SCOTTS RUN TRAIL,Fairfax County,rita.hockman@vdot.virginia.gov,Sagres Construction Corporation,R,Y,2367271,2482872,2020-09-09
109702,109702,ADAPTIVE SIGNAL CONTROL - RIVERMONT AVENUE,Lynchburg,Gregg.Allen@vdot.virginia.gov,"Davis H. Elliot Construction Company, Inc",G,G,292715,295783,2019-09-16
109812,109812,INNOVATION TECH. PARK TRAILS/SIDEWALKS,Prince William County,Saif.Qargha@vdot.virginia.gov,Tavares Concrete Co.,G,G,385899,228759,2021-02-28
109995,109995,Whites Mill Renovation,Washington County,Tabitha.Crowder@vdot.virginia.gov,Timber Works of Interest LLC,G,G,28576,28576,2020-06-09
110279,110279,Strasburg Streetscape - C502,Strasburg,Steven.Damron@VDOT.Virginia.gov,"Lantz Construction Company of Wincheter, Inc.",R,G,1175700,1192548,2020-01-14
110507,110507,"US 258 Right Turn Lane at JWL, Jr. Sport Complex",Smithfield,Derrick.Williams@vdot.virginia.gov,Blair Brothers,R,G,845876,742999,2020-01-13
110891,110891,#SGR18LB - BR MAINTENANCE - RT 250 BYPASS OVER  RUGBY AVE,Charlottesville,MichaelD.Barnes@vdot.virginia.gov,Corman Kokosing,G,G,1883832,568897,2022-07-12
110893,110893,#SGR18LB - BRIDGE REPAIR RT 250 BYPASS OVER NS RAILROAD ,Charlottesville,MichaelD.Barnes@vdot.virginia.gov,Corman Kokosing,G,G,822732,17937,2022-07-12
110969,110969,#SGR19LB??- Parham Rd/CSX Bridge,Henrico County,Cynthia.Crouch@vdot.virginia.gov,Olympus Contracting,G,G,1418436,0,2022-01-31
110488,110488,SPOTSYLVANIA COURTHOUSE VILLAGE STREETSCAPE - PHASE II & III,Spotsylvania County,Robert.Ridgell@vdot.virginia.gov,Crown Construction Service Inc,G,G,556106,526764,2020-07-11
110890,110890,#SGR18LB - BR MAINTENANCE - MELBOURNE RD OVER NS RAILROAD,Charlottesville,MichaelD.Barnes@vdot.virginia.gov,Corman Kokosing,G,G,1937088,40767,2022-07-12
110892,110892,#SGR18LB - BRIDGE MAINTNANCE - RT 250 OVER RT 29 BUS,Charlottesville,MichaelD.Barnes@vdot.virginia.gov,Corman Kokosing,G,G,2806400,61966,2022-07-12
110967,110967,BLACKSTONE SIDEWALKS,Blackstone,brian.lokker@vdot.virginia.gov,S. Walker Construction,G,R,247768,282260,2020-04-29
111042,111042,#SGR18LB - Lake Cahoon Rd over S.C.L(CSX) & N&W(abandoned)RR,Suffolk,John.Alcaide@vdot.virginia.gov,"Allan Myers, Inc",G,G,2258777,0,2022-01-13
111085,111085,CITY-WIDE FLASHING YELLOW ARROW PROG,Harrisonburg,Kunal.Kothawade@vdot.virginia.gov,"Richardson-Wayland Electric Co., LLC",G,G,267310,0,2021-08-31
111135,111135,Flashing Yellow Arrow - Various locations - Roanoke City,Roanoke,Cheryl.Becker@vdot.virginia.gov,City of Roanoke,G,G,94478,0,2022-03-31
111177,111177,#SGR18LB - Florence Ave BR REPLACE over CSX RR(SGR Local),Waynesboro,Michael.Fulcher@VDOT.Virginia.gov,"Burleigh Construction Company, Inc.",R,G,1788135,1790289,2020-05-29
111039,111039,#SGR18LB - Mineral Springs Road  over Jones Swamp,Nansemond County extinct - City of Suffolk (2006),John.Alcaide@vdot.virginia.gov,Allan Myers,R,G,1207960,1249238,2019-12-25
111082,111082,CITY-WIDE AUDIBLE PEDESTRIAN SIGNAL PROG,Harrisonburg,Kunal.Kothawade@vdot.virginia.gov,"Richardson-Wayland Electric Co., LLC",G,G,491000,82250,2021-08-31
111116,111116,RTE 618 (Old Bermuda Hund near Golf Course) - RECONSTRUCTION,Chesterfield County,brian.lokker@vdot.virginia.gov,Branscome,R,G,3047083,2792881,2020-06-20
111137,111137,Rectangular Rapid Flashing Beacons - Roanoke City,Roanoke,Cheryl.Becker@vdot.virginia.gov,City of Roanoke,G,G,23551,0,2022-09-30
111311,111311,City of Galax - McArthur St. Sidewalk,Galax,Jessie.Nester@vdot.virginia.gov,"Inland Construction, Inc.",R,R,202872,298026,2020-12-15
111319,111319,Town of Blacksburg - Bike Parking,Blacksburg,Adam.Czesnowski@vdot.virginia.gov,Local Force - Town of Blacksburg,R,G,148520,0,2021-03-30
111368,111368,#SMART18 - Intersection Rte 609/Rte 683 Safety Improvements ,Henry County,David.Kiser@VDOT.Virginia.gov,state forces / hired equipment,R,G,292281,146518,2020-09-28
111416,111416,Maple Avenue Streetscape Extension Phase II,Covington,Michael.Fulcher@VDOT.Virginia.gov,"Allleghany Asphalt, Inc.",R,G,501211,333252,2021-02-13
111220,111220,#SGR18LB - Sunray Overpass Superstructure Replacement,Chesapeake,John.Alcaide@vdot.virginia.gov,McLean Contracting Company,R,G,2694436,2766591,2020-01-17
111314,111314,Depot Park Trail Extension,Christiansburg,Adam.Czesnowski@vdot.virginia.gov,"King General Contractors, Inc.",G,G,347681,374171,2020-09-12
111360,111360,Franklin Road Sidewalk Improvements- Rt. 220 B- Roanoke City,Roanoke,Cheryl.Becker@vdot.virginia.gov,Sowers,R,G,566065,556065,2020-07-20
111415,111415,Smith Creek Trail Pedestrian Bridge,Clifton Forge,Jamison.Brown@vdot.virginia.gov,Hammond Mitchell Inc,G,G,257373,257773,2021-02-02
111426,111426,RIVERWALK SHARED USE PATH PROJECT (PHASE I),Bridgewater,Michael.Fulcher@VDOT.Virginia.gov,Partners Excavating Company,G,G,275714,285601,2021-06-30
111434,111434,#SGR18LB - REPLACE SUPERSTRUCT. & REPAIR SUBSTUCT(29759 Fed),Buchanan County,John.Bechtold@vdot.virginia.gov,County Forces,G,G,92500,0,2021-10-29
111436,111436,#SGR18LB - BRIDGE REPLACEMENT RUSSELL FORK - (29801 Fed),Buchanan County,Roger.Musser@VDOT.Virginia.gov,County Forces,G,G,180000,0,2022-06-01
111440,111440,#SGR18LB - REPL SUPERSTRUCT & REPAIR SUBSTRUCT(29744 Fed),Buchanan County,Tabitha.Crowder@vdot.virginia.gov,County Forces,G,G,58985,58985,2020-01-31
111418,111418,Museum of the Shenandoah Valley Trail Connection,Winchester,Kim.Cameron@vdot.virginia.gov,Perry Engineering,R,G,2577652,2390224,2020-12-04
111431,111431,#SGR18LB - BRIDGE REPLACEMENT SUGAR BEND RD. (29702 Fed),Buchanan County,Roger.Musser@VDOT.Virginia.gov,County Forces,G,G,180000,0,2022-03-25
111435,111435,#SGR18LB - BRIDGE REPLACEMENT CAMPGROUND RD. - (29803 Fed),Buchanan County,Roger.Musser@VDOT.Virginia.gov,County Forces,G,G,290000,0,2023-06-01
111437,111437,#SGR18LB - BRIDGE REPLACEMENT GRANNY CREEK (29696 Fed),Buchanan County,Roger.Musser@VDOT.Virginia.gov,County Forces,G,G,180000,0,2022-09-30
111451,111451,#SGR18LB - REPLACE SUPERSTRUCT & REPAIR SUBSTRUCT(29793 Fed),Buchanan County,joh.bechtold@vdot.virginia.gov,County Forces,R,G,85000,82797,2021-03-25
111535,111535,CITY OF FAIRFAX PRIMARY EXTENSION PAVING FY18 - RTE 236WB,Fairfax,rita.hockman@vdot.virginia.gov,Branscome Paving,R,R,55868,116159,2018-10-30
111538,111538,CITY OF FAIRFAX PRIMARY EXTENSION PAVING FY18 - LEE HWY,Fairfax,rita.hockman@vdot.virginia.gov,Branscome Paving,R,G,196370,196370,2018-12-01
111723,111723,LANGHORNE ROAD TRAIL EXTENSION,Lynchburg,Gregg.Allen@vdot.virginia.gov,Coleman Adams,G,G,1424463,1141015,2020-12-14
111443,111443,#SGR18LB - BRIDGE REPLACEMENT DAN BRANCH (29739 Fed.),Buchanan County,Tabitha.Crowder@vdot.virginia.gov,County Forces,G,G,160800,160800,2020-02-02
111534,111534,CITY OF FAIRFAX PRIMARY EXTENSION PAVING FY18 - RTE 29SB,Fairfax,Ed.DelRio@VDOT.Virginia.gov,A & M Concrete,G,G,105980,105980,2018-12-01
111537,111537,CITY OF FAIRFAX PRIMARY EXTENSION PAVING FY18 - RTE 123,Fairfax,rita.hockman@vdot.virginia.gov,Branscome Paving,R,G,79116,77984,2018-12-01
111720,111720,TOBACCO HERITAGE TRAIL - HALIFAX COUNTY EXTENSION,Halifax County,Sharon.White@VDOT.Virginia.gov,Whites Construction,G,G,482726,279911,2020-07-30
111919,111919,#SGR18LB - RT 938 - LINK ROAD BRIDGE REPLACE (Fed 20504),Lynchburg,sharon.white@vdot.virginia.gov,"Burleigh Construction Company, Inc.",G,G,1835483,245665,2021-11-08
112027,112027,RTE 154 EAST RIVERSID STREET - FY18 PRIMARY EXT,Covington,Michael.Branscome@VDOT.Virginia.gov,Alleghany Asphalt,R,G,179694,179694,2018-10-10
112066,112066,RTE 197 (W. LABURNUM AVE) EB - RESURFACE,Richmond,Brian.Lokker@vdot.virginia.gov,Colony Construction,G,G,616000,616000,2019-04-25
112204,112204,SOUTH CHURCH ST. - DRAINAGE ONLY PROJECT,Marion,Tabitha.Crowder@vdot.virginia.gov,Ramirez Contracting,R,G,497014,426530,2020-02-12
